dep_epci;siren_epci;nom_complet;nj_epci2015;fisc_epci2015;nb_com_epci_2015;ptot_epci_2015;pmun_epci_2015;dep_com;insee;siren_com;nom_com;ptot_2015;pmun_2015
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10095;211000898;Le Chêne;314;307
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10130;211001243;Dosnon;121;118
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10167;211001607;Grandville;112;112
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10195;211001888;Lhuître;300;294
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10235;211002282;Mesnil-la-Comtesse;36;35
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10269;211002613;Nozay;146;141
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10272;211002647;Ormes;202;198
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10299;211002902;Pouan-les-Vallées;550;532
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10338;211003272;Saint-Etienne-sous-Barbuise;148;144
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10354;211003439;Saint-Nabord-sur-Aube;136;136
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10361;211003504;Saint-Remy-sous-Barbuise;203;203
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10379;211003686;Torcy-le-Grand;452;440
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10380;211003694;Torcy-le-Petit;84;81
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10429;211004148;Villette-sur-Aube;264;261
10;241000363;CC de la Région d'Arcis-Sur-Aube;CC;FA;17;6857;6692;10;10442;211004270;Voué;632;621
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10052;211000476;Boulages;253;251
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10075;211000708;Champfleury;139;135
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10086;211000815;Charny-le-Bachot;233;228
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10289;211002811;Plancy-l'Abbaye;957;947
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10316;211003066;Rhèges;240;235
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10365;211003546;Salon;154;148
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10408;211003942;Viâpres-le-Petit;120;119
10;241000371;CC de Plancy-l'abbaye;CC;FA;8;2223;2189;10;10043;211004338;Bessy;127;126
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10072;211000674;La Chaise;40;39
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10093;211000872;Chaumesnil;91;91
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10102;211000963;Colombé-la-Fosse;216;207
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10117;211001110;Crespy-le-Neuf;152;146
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10135;211001292;Eclance;109;102
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10139;211001334;Epothémont;184;181
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10161;211001540;Fresnay;45;42
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10163;211001565;Fuligny;57;54
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10184;211001771;Juzanvigny;130;128
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10194;211001870;Lévigny;106;101
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10219;211002126;Maisons-lès-Soulaines;71;68
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10258;211002506;Morvilliers;321;312
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10286;211002787;Petit-Mesnil;241;235
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10327;211003165;La Rothière;112;110
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10366;211003553;Saulcy;81;79
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10372;211003611;Soulaines-Dhuys;345;338
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10377;211003660;Thil;150;147
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10378;211003678;Thors;77;74
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10403;211003900;Vernonvilliers;75;73
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10411;211003975;La Ville-aux-Bois;20;20
10;241000389;CC de Soulaines;CC;FPU;21;2732;2654;10;10428;211004007;Ville-sur-Terre;109;107
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10060;211000559;Bréviandes;2467;2416
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10067;211000625;Buchères;1474;1435
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10081;211000765;La Chapelle-Saint-Luc;13027;12878
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10173;211001664;Isle-Aumont;526;508
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10260;211002522;Moussey;606;597
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10265;211002571;Les Noës-près-Troyes;3198;3159
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10297;211002886;Pont-Sainte-Marie;4986;4823
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10321;211003116;La Rivière-de-Corps;3181;2969
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10325;211003140;Rosières-près-Troyes;3993;3648
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10333;211003223;Saint-André-les-Vergers;11706;11528
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10340;211003298;Saint-Germain;2311;2275
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10343;211003322;Saint-Julien-les-Villas;7080;6895
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10344;211003330;Saint-Léger-près-Troyes;778;763
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10357;211003462;Saint-Parres-aux-Tertres;3049;2989
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10362;211003512;Sainte-Savine;10522;10100
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10363;211003520;Saint-Thibault;493;484
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10381;211003702;Torvilliers;927;906
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10387;211003744;Troyes;61606;60009
10;241000397;CA Grand Troyes;CA;FPU;19;133778;130194;10;10406;211003934;Verrières;1848;1812
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10002;211000013;Ailleville;279;273
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10007;211000062;Arconville;116;113
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10011;211000104;Arrentières;232;228
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10012;211000112;Arsonval;341;339
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10032;211000302;Baroville;345;329
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10033;211000310;Bar-sur-Aube;5368;5145
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10035;211000336;Bayel;831;813
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10039;211000351;Bergères;128;123
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10048;211000435;Bligny;198;193
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10076;211000716;Champignol-lez-Mondeville;323;315
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10103;211000971;Colombé-le-Sec;156;148
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10113;211001078;Couvignon;214;209
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10137;211001318;Engente;42;42
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10150;211001441;Fontaine;289;279
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10160;211001532;Fravaux;57;53
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10176;211001698;Jaucourt;179;167
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10182;211001755;Juvancourt;135;126
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10197;211001904;Lignol-le-Château;202;196
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10203;211001961;Longchamp-sur-Aujon;454;444
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10242;211002357;Meurville;187;180
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10250;211002423;Montier-en-l'Isle;215;210
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10306;211002977;Proverville;254;242
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10330;211003199;Rouvres-les-Vignes;115;107
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10374;211003637;Spoy;142;131
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10390;211003777;Urville;152;147
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10426;211003983;Ville-sous-la-Ferté;1122;1098
10;241000405;CC de la Région de Bar Sur Aube;CC;FA;27;12257;11826;10;10440;211004254;Voigny;181;176
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10015;211000146;Aubeterre;301;293
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10030;211000286;Barberey-Saint-Sulpice;1334;1307
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10115;211001094;Creney-près-Troyes;1717;1701
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10125;211001193;Dierrey-Saint-Pierre;258;255
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10149;211001433;Feuges;293;291
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10191;211001847;Lavau;963;945
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10211;211002043;Macey;935;918
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10230;211002233;Mergey;710;695
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10248;211002407;Montgueux;417;404
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10256;211002480;Montsuzain;399;392
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10281;211002738;Le Pavillon-Sainte-Julie;324;314
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10282;211002746;Payns;1351;1303
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10336;211003256;Saint-Benoît-sur-Seine;417;405
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10349;211003389;Saint-Lyé;2958;2889
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10352;211003413;Sainte-Maure;1680;1439
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10391;211003785;Vailly;314;311
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10409;211003959;Villacerf;560;551
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10412;211004015;Villechétif;980;958
10;241000413;CC Seine Melda Coteaux;CC;FA;19;16028;15487;10;10414;211004023;Villeloup;117;116
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10037;211000344;Bercenay-en-Othe;451;440
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10066;211000617;Bucey-en-Othe;442;433
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10096;211000906;Chennegy;455;440
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10142;211001367;Estissac;1904;1874
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10156;211001490;Fontvannes;645;635
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10240;211002332;Messon;474;460
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10263;211002555;Neuville-sur-Vanne;445;425
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10307;211002985;Prugny;388;384
10;241000439;CC des Portes du Pays d'Othe;CC;FA;9;5726;5601;10;10396;211003835;Vauchassis;522;510
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10003;211000021;Aix-en-Othe;2505;2467
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10042;211000385;Bérulle;262;259
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10222;211002159;Maraye-en-Othe;508;500
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10266;211002589;Nogent-en-Othe;41;40
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10276;211002688;Paisy-Cosdon;350;338
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10277;211002696;Palis;633;624
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10290;211002829;Planty;224;221
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10319;211003090;Rigny-le-Ferron;372;366
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10335;211003249;Saint-Benoist-sur-Vanne;238;235
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10350;211003397;Saint-Mards-en-Othe;676;658
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10415;211004031;Villemaur-sur-Vanne;512;502
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10417;211004056;Villemoiron-en-Othe;232;223
10;241000447;CC du Pays d'Othe Aixois;CC;FA;13;6789;6667;10;10444;211004296;Vulaines;236;234
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10018;211000161;Auxon;958;941
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10074;211000690;Chamoy;483;478
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10099;211000930;Chessy-les-Prés;539;529
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10107;211001011;Coursan-en-Othe;105;100
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10108;211001029;Courtaoult;97;96
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10118;211001128;Les Croûtes;109;105
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10122;211001169;Davrey;266;264
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10133;211001276;Eaux-Puiseaux;238;233
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10140;211001342;Ervy-le-Châtel;1242;1226
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10227;211002209;Marolles-sous-Lignières;332;329
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10247;211002399;Montfey;139;138
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10251;211002431;Montigny-les-Monts;263;260
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10312;211003025;Racines;171;168
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10359;211003488;Saint-Phal;541;535
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10422;211004106;Villeneuve-au-Chemin;190;183
10;241000454;CC du Val d'Armance;CC;FA;16;5902;5808;10;10441;211004262;Vosnon;229;223
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10024;211000229;Avreuil;150;147
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10028;211000260;Balnot-la-Grange;131;125
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10040;211000369;Bernon;195;190
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10080;211000757;Chaource;1163;1154
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10087;211000823;Chaserey;57;55
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10098;211000922;Chesley;340;328
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10112;211001060;Coussegrey;171;169
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10120;211001144;Cussangy;210;210
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10143;211001375;Etourvy;207;200
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10168;211001615;Les Granges;81;81
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10185;211001789;Lagesse;199;193
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10188;211001813;Lantages;256;252
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10196;211001896;Lignières;244;239
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10201;211001946;La Loge-Pomblin;67;66
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10202;211001953;Les Loges-Margueron;263;211
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10218;211002118;Maisons-lès-Chaource;193;190
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10241;211002340;Metz-Robert;55;51
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10278;211002704;Pargues;128;126
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10302;211002936;Praslin;97;94
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10309;211003009;Prusy;105;102
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10388;211003751;Turgy;48;46
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10394;211003819;Vallières;148;144
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10395;211003827;Vanlay;324;316
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10431;211004163;Villiers-le-Bois;103;101
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10432;211004171;Villiers-sous-Praslin;72;70
10;241000462;CC du Chaourcois;CC;FA;26;5053;4905;10;10443;211004288;Vougrey;46;45
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10041;211000377;Bertignolles;69;67
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10069;211000641;Buxières-sur-Arce;151;140
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10071;211000666;Chacenay;55;53
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10097;211000914;Chervey;189;184
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10119;211001136;Cunfin;203;198
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10136;211001300;Eguilly-sous-Bois;137;136
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10141;211001359;Essoyes;763;745
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10155;211001482;Fontette;189;182
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10187;211001805;Landreville;523;520
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10199;211001920;Loches-sur-Ource;384;370
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10264;211002563;Noé-les-Mallets;116;114
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10364;211003538;Saint-Usage;87;84
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10404;211003918;Verpillières-sur-Ource;121;115
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10427;211003991;Ville-sur-Arce;251;241
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10438;211004239;Vitry-le-Croisé;255;252
10;241000470;CC de l'Arce et de l'Ource;CC;FA;16;3613;3516;10;10439;211004247;Viviers-sur-Artaut;120;115
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10020;211000187;Avant-lès-Marcilly;516;504
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10023;211000211;Avon-la-Pèze;202;199
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10054;211000492;Bourdenay;130;128
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10085;211000807;Charmoy;74;74
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10124;211001185;Dierrey-Saint-Julien;259;254
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10134;211001284;Echemines;97;94
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10145;211001391;Faux-Villecerf;221;214
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10146;211001409;Fay-lès-Marcilly;92;91
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10157;211001508;La Fosse-Corduan;214;211
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10223;211002167;Marcilly-le-Hayer;727;702
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10224;211002175;Marigny-le-Châtel;1721;1695
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10237;211002308;Mesnil-Saint-Loup;619;587
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10271;211002639;Origny-le-Sec;665;656
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10274;211002662;Orvilliers-Saint-Julien;322;316
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10275;211002670;Ossey-les-Trois-Maisons;598;590
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10301;211002928;Pouy-sur-Vannes;149;146
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10308;211002993;Prunay-Belleville;250;244
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10318;211003082;Rigny-la-Nonneuse;144;143
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10339;211003280;Saint-Flavy;275;267
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10347;211003363;Saint-Loup-de-Buffigny;214;213
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10348;211003371;Saint-Lupien;258;249
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10351;211003405;Saint-Martin-de-Bossenay;375;365
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10410;211003967;Villadin;128;126
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10038;211004346;Bercenay-le-Hayer;168;165
10;241000488;CC de l'Orvin et de l'Ardusson;CC;FA;25;8599;8408;10;10383;211004353;Trancault;181;175
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10005;211000047;Amance;283;274
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10008;211000070;Argançon;107;99
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10045;211000401;Beurey;195;189
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10050;211000450;Bossancourt;192;185
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10078;211000732;Champ-sur-Barse;30;30
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10126;211001201;Dolancourt;152;140
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10178;211001714;Jessains;320;302
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10200;211001938;La Loge-aux-Chèvres;86;84
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10205;211001987;Longpré-le-Sec;74;71
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10215;211002084;Magny-Fouchard;302;299
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10217;211002100;Maison-des-Champs;39;38
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10252;211002449;Montmartin-le-Haut;59;58
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10310;211003017;Puits-et-Nuisement;213;208
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10384;211003728;Trannes;257;249
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10397;211003843;Vauchonvilliers;152;149
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10401;211003884;Vendeuvre-sur-Barse;2439;2395
10;241000496;CC des Rivières;CC;FA;17;5359;5219;10;10423;211004114;La Villeneuve-au-Chêne;459;449
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10053;211000484;Bouranton;545;534
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10100;211000948;Clérey;1129;1108
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10110;211001045;Courteranges;587;580
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10162;211001557;Fresnoy-le-Château;255;252
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10190;211001839;Laubressel;505;498
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10209;211002027;Lusigny-sur-Barse;1856;1798
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10238;211002316;Mesnil-Saint-Père;446;440
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10245;211002373;Montaulin;804;792
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10255;211002472;Montreuil-sur-Barse;327;321
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10329;211003181;Rouilly-Saint-Loup;614;562
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10332;211003215;Ruvigny;480;470
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10375;211003645;Thennelières;344;342
10;251000832;CC Seine Barse;CC;FA;13;8332;8127;10;10249;211004312;Montiéramey;440;430
11;200035707;CC Piège Lauragais Malepère;CC;FPU;38;16428;15899;11;11033;211100334;Belpech;1361;1332
11;200035707;CC Piège Lauragais Malepère;CC;FPU;38;16428;15899;11;11049;211100490;Bram;3499;3401
11;200035707;CC Piège Lauragais Malepère;CC;FPU;38;16428;15899;11;11051;211100516;Brézilhac;189;181
11;200035707;CC Piège Lauragais Malepère;CC;FPU;38;16428;15899;11;11057;211100573;Cahuzac;35;34
11;200035707;CC Piège Lauragais Malepère;CC;FPU;38;16428;15899;11;11070;211100706;Carlipa;326;319
